backup,age,bridgecrane,servo,gear,trashrack,slope,elevation,survive,hour,reason,reason2,ID,motor,tstart,Hour,motor_on,Time_at12
0,6,1,0,0,1,7,3,0,48,0,5,2,0,5,6,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,6,7,0,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,7,8,0,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,8,9,0,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,9,10,0,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,10,11,0,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,11,12,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,12,13,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,13,14,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,14,15,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,15,16,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,16,17,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,17,18,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,18,19,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,19,20,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,20,21,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,21,22,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,22,23,1,0
0,6,1,0,0,1,7,3,0,48,0,5,2,0,23,24,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,24,25,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,25,26,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,26,27,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,27,28,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,28,29,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,29,30,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,30,31,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,31,32,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,32,33,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,33,34,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,34,35,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,35,36,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,36,37,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,37,38,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,38,39,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,39,40,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,40,41,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,41,42,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,42,43,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,43,44,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,44,45,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,45,46,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,46,47,1,1
0,6,1,0,0,1,7,3,0,48,0,5,2,0,47,48,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,0,1,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,1,2,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,2,3,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,3,4,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,4,5,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,5,6,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,6,7,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,7,8,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,8,9,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,9,10,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,10,11,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,11,12,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,12,13,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,13,14,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,14,15,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,15,16,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,16,17,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,17,18,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,18,19,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,19,20,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,20,21,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,21,22,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,22,23,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,23,24,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,24,25,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,25,26,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,26,27,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,27,28,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,28,29,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,29,30,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,30,31,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,31,32,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,32,33,1,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,33,34,1,1
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,34,35,1,1
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,35,36,1,1
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,36,37,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,37,38,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,38,39,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,39,40,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,40,41,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,41,42,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,42,43,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,43,44,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,44,45,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,45,46,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,46,47,0,0
0,6.1,1,0,0,1,3,3,0,48,0,5,3,0,47,48,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,0,1,1,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,1,2,1,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,2,3,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,3,4,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,4,5,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,5,6,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,6,7,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,7,8,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,8,9,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,9,10,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,10,11,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,11,12,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,12,13,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,13,14,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,14,15,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,15,16,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,16,17,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,17,18,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,18,19,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,19,20,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,20,21,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,21,22,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,22,23,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,23,24,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,24,25,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,25,26,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,26,27,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,27,28,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,28,29,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,29,30,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,30,31,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,31,32,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,32,33,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,33,34,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,34,35,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,35,36,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,36,37,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,37,38,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,38,39,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,39,40,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,40,41,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,41,42,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,42,43,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,43,44,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,44,45,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,45,46,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,46,47,0,0
1,6.1,1,0,0,0,4,3,0,48,0,5,4,0,47,48,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,0,1,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,1,2,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,2,3,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,3,4,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,4,5,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,5,6,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,6,7,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,7,8,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,8,9,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,9,10,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,10,11,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,11,12,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,12,13,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,13,14,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,14,15,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,15,16,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,16,17,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,17,18,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,18,19,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,19,20,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,20,21,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,21,22,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,22,23,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,23,24,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,24,25,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,25,26,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,26,27,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,27,28,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,28,29,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,29,30,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,30,31,1,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,31,32,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,32,33,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,33,34,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,34,35,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,35,36,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,36,37,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,37,38,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,38,39,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,39,40,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,40,41,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,41,42,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,42,43,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,43,44,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,44,45,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,45,46,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,46,47,0,0
0,6.2,1,1,0,1,3,4,0,48,0,5,5,0,47,48,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,0,1,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,1,2,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,2,3,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,3,4,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,4,5,1,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,5,6,1,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,6,7,1,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,7,8,1,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,8,9,1,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,9,10,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,10,11,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,11,12,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,12,13,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,13,14,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,14,15,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,15,16,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,16,17,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,17,18,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,18,19,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,19,20,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,20,21,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,21,22,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,22,23,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,23,24,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,24,25,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,25,26,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,26,27,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,27,28,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,28,29,1,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,29,30,1,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,30,31,1,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,31,32,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,32,33,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,33,34,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,34,35,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,35,36,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,36,37,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,37,38,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,38,39,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,39,40,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,40,41,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,41,42,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,42,43,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,43,44,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,44,45,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,45,46,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,46,47,0,0
1,6.2,1,0,0,1,0,3,0,48,0,5,6,0,47,48,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,0,1,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,1,2,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,2,3,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,3,4,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,4,5,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,5,6,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,6,7,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,7,8,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,8,9,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,9,10,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,10,11,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,11,12,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,12,13,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,13,14,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,14,15,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,15,16,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,16,17,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,17,18,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,18,19,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,19,20,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,20,21,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,21,22,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,22,23,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,23,24,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,24,25,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,25,26,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,26,27,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,27,28,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,28,29,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,29,30,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,30,31,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,31,32,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,32,33,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,33,34,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,34,35,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,35,36,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,36,37,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,37,38,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,38,39,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,39,40,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,40,41,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,41,42,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,42,43,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,43,44,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,44,45,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,45,46,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,46,47,0,0
0,6.2,1,0,0,0,2,3,0,48,0,5,7,0,47,48,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,0,1,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,1,2,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,2,3,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,3,4,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,4,5,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,5,6,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,6,7,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,7,8,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,8,9,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,9,10,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,10,11,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,11,12,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,12,13,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,13,14,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,14,15,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,15,16,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,16,17,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,17,18,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,18,19,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,19,20,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,20,21,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,21,22,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,22,23,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,23,24,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,24,25,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,25,26,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,26,27,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,27,28,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,28,29,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,29,30,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,30,31,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,31,32,0,0
0,6.3,1,0,0,1,6,3,0,48,0,5,8,0,32,33,0,0
